Country Name;Country Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Fiji;FJI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211.4060463;185.3366653;197.5427893;201.0796386;236.0304667;243.1683744;260.0019324;267.594713;253.1711551;277.5723313;278.2625081;267.41678;296.8894609;313.2879403;361.7284602;390.8157167;393.5536972;408.626207;559.5978132;586.7159241;551.6879711;612.3770387;;;
France;FRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2516.312911;2685.141408;2876.459911;2858.232272;2973.376356;3135.555899;3392.749522;3540.80955;3706.475669;3936.053059;4053.091788;4211.189236;4281.725594;4531.500376;4642.596992;4682.919842;4930.04366;5069.786886;5226.19721;5617.516485;5860.995121;6330.466961;;;
Faroe Islands;FRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Micronesia, Fed. Sts.;FSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163.4345077;185.4898319;176.6552358;222.1841645;278.8220736;434.8306999;272.5392951;285.1327581;310.2885652;332.4870768;360.7214703;378.2468596;353.2632433;340.2939661;326.6739413;365.2643199;390.7682971;378.7953689;369.594373;366.3584467;348.4035731;353.0963223;;;
Gabon;GAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;387.4503631;427.8024345;445.6127911;480.5046765;455.5850102;407.5973928;423.4237508;457.002496;384.77039;519.5625222;348.6724678;380.1651123;354.1552165;410.1574779;372.8788119;375.0656749;427.3024885;402.599089;400.6338943;417.7204681;500.5798156;411.0040192;;;
United Kingdom;GBR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1895.530762;2052.589073;2230.400482;2450.897973;2673.062329;2748.61276;3009.656072;3077.968512;3331.495531;3538.694098;3646.110552;3711.936674;3827.542293;3960.322882;4087.614259;4190.535654;4320.893645;4438.516187;4606.094824;4921.893131;5581.509204;6159.79634;6265.54315;;
Georgia;GEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219;241;287;338;372;423;454;515;615;680;677;659;775;821;902;886;1016;948;1026;1026;1228;1413;1463;;
Ghana;GHA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.52685176;81.8076914;76.9760605;78.44260366;80.59470172;112.9354969;120.6574258;126.8125316;138.0744369;160.1587294;163.9160099;209.1030486;198.8837976;235.043484;215.9363056;228.138699;163.1298595;183.9160648;199.7652425;239.4922921;223.0445183;247.9073421;;;
Gibraltar;GIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.07951113;57.07627629;66.71153852;60.79300451;62.49218084;61.23678689;53.14526036;54.63080627;53.32399665;56.79400761;56.25928398;65.41505519;60.07453604;61.76969182;85.01086897;103.9275213;110.3727051;93.3202014;94.61101359;108.4567457;106.4749177;109.3664246;;;
Gambia, The;GMB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201.8112378;179.7897323;191.1047287;171.7244896;107.8337149;104.7895889;105.2149936;98.39384763;97.13187148;96.84253325;92.85490661;89.55047569;86.79455918;76.73297825;57.20888733;60.77246716;61.30698743;64.64225249;68.90580353;68.58003252;80.32461701;72.76535965;;;
Guinea-Bissau;GNB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.19518707;50.92592355;46.63798786;43.18172534;50.84305361;56.57699467;63.90092112;66.08229956;74.50381263;64.02223183;75.7997913;91.43645008;82.95198458;98.91366382;143.5441415;138.6674809;149.2718203;142.7008457;142.6053316;145.6756289;182.2586468;174.1371135;;;
Equatorial Guinea;GNQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.39331754;149.3396724;393.7367983;385.0557489;369.1946384;313.0936942;332.1549448;378.1646048;371.0547302;571.7622585;460.8598105;422.4272059;491.5998629;493.9009879;512.1318352;488.201159;508.1632843;538.9302158;518.8044007;536.2659278;622.459158;547.4501216;;;
Greece;GRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1417.775773;1678.136214;1864.497566;2021.425269;2063.539026;2194.105554;2360.787854;2465.39571;2728.051868;2859.163619;2679.171336;2356.136482;2214.806296;2185.091264;2094.479563;2192.190722;2322.725935;2324.130451;2403.162222;2553.477996;2695.573184;2860.611494;;;
Grenada;GRD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;391.491223;409.712737;471.3797805;448.2091769;460.9987986;512.8139749;500.9813147;555.7277225;584.004348;549.9673339;548.4756051;599.476623;602.6424203;618.6525276;574.6795055;605.7977775;612.9649711;692.4220525;722.9369652;791.1519364;772.4730371;843.4757052;;;
Greenland;GRL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271.6167104;312.5490326;319.2204645;333.2555823;348.0165105;353.7340632;389.3827595;401.7573218;407.7018242;412.2826002;405.5839834;408.2988825;430.2083827;419.2552476;445.0183336;478.8206221;484.8736658;495.488663;513.7183108;541.6532542;555.6801526;665.3437144;;;
Guam;GUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158.1699954;159.2604291;173.3162164;179.763008;193.5227614;213.3699704;240.101136;282.8133054;291.9867175;315.279392;332.0937978;379.6629838;394.5760645;425.788817;439.3828383;457.867502;461.2931442;526.6561998;621.4461855;655.1600104;1070.331855;1133.619403;;;
High income;HIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2247.978982;2418.694104;2605.404514;2777.498105;2934.940699;3102.287214;3330.479583;3512.294384;3703.053913;3894.441766;4010.036385;4179.664703;4321.25617;4471.931687;4649.05041;4815.998531;5008.076408;5195.467297;5411.055097;5680.350597;6201.359667;6513.899535;;;
Hong Kong SAR, China;HKG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;HND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160.240653;155.0141427;167.5454361;192.1038744;203.3585631;237.5563419;267.1964128;292.8395517;323.7978755;325.3966612;324.5134132;339.6873902;343.0610068;344.793115;345.7522385;353.9197587;388.8546187;381.7033158;411.5829436;427.3838484;479.1780658;560.7978654;;;
Heavily indebted poor countries (HIPC);HPC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.5007284;56.42287597;60.54170638;65.02953057;69.88722248;76.53460444;85.70846897;89.82402148;91.89778257;98.97509606;100.2548132;104.4015109;104.5582283;112.6332104;116.9079042;120.2033384;127.1750141;126.3826557;126.5938666;133.2651443;135.4044264;143.8088718;;;
Croatia;HRV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;811;836;784;862;955;1057;1217;1445;1604;1633;1599;1613;1644;1420;1475;1553;1692;1798;1943;2143;2288;2703;;;
Haiti;HTI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.33600924;83.0681676;76.67656255;81.947738;79.17012187;79.78551606;86.6547189;96.06014964;101.8630481;99.586927;122.073166;168.306978;155.884467;122.8465136;135.8046252;148.9456648;150.0136432;121.7715984;141.3016973;126.4254626;100.5543238;109.7033245;;;
Hungary;HUN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;803;901;1033;1255;1261;1365;1429;1374;1468;1495;1617;1720;1722;1773;1808;1834;1949;1987;2099;2176;2485;2706;;;
IBRD only;IBD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214.9710878;230.6064463;243.5595096;259.9474671;278.6834077;301.5673377;330.2885202;358.6895364;393.381023;435.2717395;449.8661129;478.4180641;515.0421051;551.972546;573.9685263;594.3233527;616.6067488;641.8383636;681.1470864;722.7609968;775.4146828;843.2717719;;;
IDA & IBRD total;IBT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.1084355;194.7015104;204.4860587;219.7222253;234.7421832;253.6949925;277.3545509;299.5489304;326.1838211;358.7544195;368.3461345;389.7478932;417.3985338;448.0568238;464.9861433;480.5694722;499.5510526;517.0834159;545.3281692;577.3178151;616.3209524;669.3440157;;;
IDA total;IDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.84676728;66.05289163;68.78188927;81.04654126;85.16951128;92.82149876;101.8360613;106.1802566;109.4423797;115.191397;114.6402558;117.2174848;121.1134316;131.2224241;136.5251875;141.8028818;148.1135864;149.5533211;150.2593453;157.3741744;163.6878609;182.3611686;;;
IDA blend;IDB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.94749909;84.11982051;83.46474362;111.1088137;113.165447;124.0384699;134.3878788;137.5821537;139.8159291;141.9555486;137.2440092;137.7580459;142.3417468;153.7220756;157.0319905;163.9055011;167.4722345;172.2303381;169.4308942;175.0752268;188.1439868;219.7562878;;;
Indonesia;IDN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.35726941;112.727056;110.3233279;132.0351147;132.5725838;170.4266002;189.2848255;219.9615882;212.9841888;223.3713373;235.2882113;269.7274806;281.0857661;287.1933514;303.3696982;298.8378674;316.7318132;317.7721968;334.6382556;355.74793;415.6324598;483.0068905;;;
IDA only;IDX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.19790705;56.89412624;61.52595885;66.13525401;71.24370841;77.25281095;85.56730992;90.42862563;94.1376083;101.6483399;102.8321013;106.4627031;109.989418;119.1549946;125.5522436;130.0130336;137.5017679;137.2934466;139.9242924;147.8609639;150.5821748;162.3670158;;;
Isle of Man;IMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;95;98;100;108;113;118;126;130;138;141;145;161;188;188;195;202;179;188;204;216;236;;;
Not classified;INX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1795.209064;2100.439002;2369.66886;2563.444661;2825.203677;3128.888391;3376.193097;3701.915659;4059.450616;4377.50873;4557.976886;4791.451799;4927.180328;4931.944172;4885.84227;5093.679329;5375.688508;5582.931932;5544.285487;6056.008947;6706.690218;7196.312827;7875.468798;;
Iran, Islamic Rep.;IRN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;488.2229787;544.8286013;541.7434869;640.6374822;674.4286595;736.3287745;771.271874;807.7635453;850.3747981;1048.580577;1139.223231;1157.452691;1025.934134;884.2091927;997.6384381;1041.712599;1171.778096;1187.975064;1165.536153;920.9448498;822.2566652;951.153882;;;
Iraq;IRQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182.5229313;358.7154138;282.3822234;252.3668983;343.3432345;354.304033;437.4715211;391.9504172;359.5236075;384.6346373;407.7502881;372.4808704;308.8512589;411.7036081;413.4655836;422.0410574;457.4907779;533.1003802;513.2384807;;;
Iceland;ISL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2648;2788;3063;3178;3319;3336;3393;3461;3645;3670;3323;3355;3434;3628;3782;3967;4327;4593;4789;5111;5218;5697;5824;;
Israel;ISR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1748;1865;1863;1746;1829;1826;1824;1948;1975;2007;2099;2219;2350;2521;2557;2636;2840;2968;3055;3089;3262;3665;;;
Italy;ITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2049;2170;2264;2294;2421;2517;2741;2788;3040;3103;3139;3212;3213;3216;3210;3265;3482;3605;3733;3959;4138;4372;4675;;
Jamaica;JAM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;364.1855727;343.0305863;325.4158934;304.4500606;358.8515741;351.6237053;343.6121515;450.6682784;478.689195;420.9335655;430.0937504;439.866989;411.883223;431.2112331;455.7704654;511.6186756;543.5259175;613.9111216;620.87999;651.0250452;642.8283804;757.5181623;;;
Jordan;JOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;578.9851268;626.0539637;643.0529352;630.4841999;678.4910894;724.2002681;685.6146791;736.6308635;803.4023514;902.6376328;809.8498551;825.7018609;805.8989788;739.5910516;681.7959454;689.2275186;631.8564708;684.5848168;685.2635941;696.324978;683.2173783;738.5231805;;;
Japan;JPN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1920;2024;2107;2204;2325;2463;2584;2724;2853;3004;3202;3793;4006;4198;4237;4393;4330;4427;4546;4668;4625;4676;;;
Kazakhstan;KAZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314;303;351;401;479;526;518;455;534;617;516;531;657;641;723;695;802;747;727;756;992;1114;;;
Kenya;KEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.08202121;80.63602528;82.03441798;87.4492765;94.32850586;99.30499556;119.5665858;130.0571184;130.0952423;130.8343698;142.2366692;143.4872683;144.0524064;155.2255142;168.0746427;179.3206053;191.4002345;171.9114808;187.3864308;209.499089;212.3850889;236.9848455;;;
Kyrgyz Republic;KGZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;84;91;125;144;177;207;191;197;213;213;233;307;331;316;303;303;316;268;251;269;302;;;
Cambodia;KHM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.44188397;81.98044144;89.89772607;93.81044331;106.5581933;118.2670127;118.6411445;105.8706569;152.2670003;173.5604983;167.1826834;195.5037223;208.2163081;216.7391149;214.361602;211.3238695;226.8218453;224.5089115;261.9660068;318.6978042;320.7580911;360.3346672;;;
Kiribati;KIR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129;182;181;166;191;188;190;194;234;223;151;144;152;174;183;161;205;225;270;257;342;346;;;
St. Kitts and Nevis;KNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;732.6553166;710.241088;736.1738861;766.4676667;771.5152107;915.9066982;1023.339874;1014.972284;1268.334524;1225.660144;1220.776803;1248.721276;1161.580836;1227.577548;1257.311027;1362.009758;1516.598544;1545.612217;1500.357554;1686.296802;1593.723562;1793.167946;;;
Korea, Rep.;KOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;718.1074617;853.0451069;864.8211798;953.4054843;1022.016761;1152.577812;1314.089819;1453.966289;1592.267653;1694.635095;1875.052571;1955.010914;2047.405161;2120.166357;2270.735404;2498.494045;2714.146364;2878.052758;3218.802587;3546.031156;3731.29981;4366.951254;4946.783359;;
Kuwait;KWT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1306.984989;1881.888696;1877.548803;1933.475651;1823.78984;1711.967085;1623.539051;1762.691179;1738.446017;2168.57227;2014.275949;1837.515717;1902.984456;1878.024611;2005.228132;1953.487224;2066.43326;2327.001147;2600.132291;2642.882324;2940.724475;2908.251613;;;
Latin America & Caribbean (excluding high income);LAC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568.6927109;597.8651413;606.6693251;622.4375068;660.4132066;706.397565;768.2931537;838.6536209;883.0685228;932.0626445;951.4824329;992.3072696;1012.081178;1070.812358;1114.299978;1153.093821;1147.467293;1213.089464;1243.230487;1271.706464;1305.585647;1405.25137;;;
Lao PDR;LAO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.46338834;86.93679504;83.24161481;107.2632427;92.0337795;93.94207712;92.39019004;107.4943569;98.95665779;133.3673103;115.8518053;81.78859337;99.53797764;125.7964385;133.9626049;150.3217655;160.5009272;182.0950001;173.5632688;213.2537145;164.7028956;234.1689172;;;
Lebanon;LBN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;849.1900271;863.6286888;786.8129955;753.3962278;772.6579849;760.8545308;898.9320597;978.8347123;977.8738525;959.9357009;1103.547133;1236.902603;1109.522636;1101.518148;1127.337702;1140.538856;1314.424091;1389.732433;1485.070841;1545.493849;901.1561337;528.0859726;;;
Liberia;LBR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.75357379;22.68600598;23.75772458;18.3885558;47.75998798;55.57738751;49.53013557;37.33065981;53.78774775;109.5846364;100.8131502;99.56313627;89.85830187;90.43543248;114.9531624;127.6549745;132.1875878;157.2884757;153.8154952;118.5319765;247.4290922;259.805156;;;
Libya;LBY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;726.7108662;843.6106924;999.6270945;942.0089707;838.5785879;701.2797898;666.2057733;749.0282676;692.1675051;1041.065448;992.629148;646.7234905;;;;;;;;;;;;;
St. Lucia;LCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;442.1317164;456.5060381;486.2180317;498.9354792;496.3496003;516.1549284;592.1202412;662.0569709;644.0333377;648.6939164;636.9384569;683.0327802;654.3357545;693.1372123;646.8840025;623.7217289;648.7562697;666.7340298;669.72123;675.223827;834.5425659;890.1025145;;;
Latin America & Caribbean;LCN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574.8818537;604.1378112;613.7441135;630.4382644;667.824126;712.731307;776.5668883;848.404378;893.9633794;943.7492401;965.4178072;1009.774992;1033.348962;1095.870763;1142.75212;1184.804624;1185.798635;1257.675978;1292.775822;1267.615901;1302.076974;1402.96551;;;
Least developed countries: UN classification;LDC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.83827862;46.40984282;50.60849933;55.75364843;61.10393251;65.44625463;73.68386478;78.8661185;82.54157205;90.10621931;89.47581851;91.43592024;94.98931958;104.2793913;110.918867;114.4099507;122.5556305;122.3168576;122.6003393;128.1748292;130.7464756;139.6305811;;;
Low income;LIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.81105066;48.7149201;53.78455522;59.87447105;64.00798451;68.36377994;77.02739846;82.98737706;84.93289468;93.13258859;92.02367692;91.07795456;89.83067056;95.93142162;100.9853033;99.64490447;109.6484095;105.8945405;101.2686754;104.2779266;107.2000962;111.2734382;;;
Liechtenstein;LIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176;188;196;183;217;226;247;266;287;311;311;327;341;405;397;442;467;451;515;558;560;609;;;
Lower middle income;LMC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.02057449;102.3640737;104.2207307;111.9317295;119.1901742;127.8603262;136.5737255;144.1060996;149.9708158;158.313964;161.3230101;167.2406599;182.0920021;201.1281333;203.7986234;214.3211488;221.2918376;215.5366018;222.2927222;236.9316453;243.7963695;272.8296804;;;
Low & middle income;LMY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170.4781624;181.6625879;189.4550402;204.0064264;218.6521936;236.4838061;256.2343015;276.6987566;296.9924726;327.6107465;338.452923;360.6770937;385.3660916;413.512256;430.4958975;448.1763342;464.5597733;478.0474088;502.3232955;532.0099358;558.7044397;606.4660968;;;
Lesotho;LSO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.34401094;92.38424475;82.56418976;81.15381518;83.24444538;80.30477492;95.78091224;145.4086029;156.4106816;184.6448033;168.2047882;208.8031103;234.3870018;286.6839463;282.7983333;280.3468296;266.7634293;278.7952477;292.4686651;312.3334395;236.2570089;264.3650908;;;
Late-demographic dividend;LTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;245.7553056;262.4729067;288.4940968;306.3848756;329.716497;357.8827971;398.3088542;434.5422942;492.2053083;556.8414741;575.7700231;619.2779287;676.598734;733.552148;774.9280825;801.7504738;833.9382275;888.3964366;963.1163542;1055.878401;1159.762523;1255.401724;;;
Lithuania;LTU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;522;565;642;743;714;812;957;1094;1298;1326;1350;1473;1542;1629;1739;1861;2038;2161;2369;2793;3006;3432;3709;;
Luxembourg;LUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3287;3603;3979;4222;4742;4942;5274;5284;5725;6091;6079;5695;5175;5346;5574;5545;5806;5962;6212;6604;6938;7515;7540;;
Latvia;LVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;434;518;578;603;757;808;901;1002;1086;1028;1068;1094;1146;1218;1296;1405;1631;1704;1904;2171;2382;3153;;;
Macao SAR, China;MAC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145.6612934;163.0230393;179.3955494;192.3973857;212.0795373;230.4187333;263.2882721;291.0040649;312.1108488;352.3560428;375.4663003;394.4366921;395.9338298;398.1987745;392.615133;397.0534198;397.3730423;400.9976892;414.766655;433.8915134;471.7316062;515.7605643;;;
Monaco;MCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3461.787084;3739.86687;3967.733842;4597.342748;4892.531121;5166.712106;5473.697811;5771.229646;6425.693243;6797.066418;7085.384174;7098.582358;7255.849979;7851.55117;8103.229828;8141.208613;8065.148626;8020.610158;7885.443981;8193.694603;8011.17913;8788.71202;;;
Moldova;MDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149;168;218;226;319;377;451;500;547;647;520;505;541;584;612;631;631;810;827;859;877;1207;;;
Madagascar;MDG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.23597464;54.46548876;56.29945962;62.16656234;68.48949373;71.381357;73.24645364;70.17272144;65.64397773;66.20725675;70.18865862;68.11638773;58.26038193;56.07407256;67.63210735;75.51649478;83.63419126;74.3464874;67.42409106;51.24533276;56.40073959;56.67031758;;;
Maldives;MDV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;809;596;683;668;790;822;951;1050;1562;1239;1092;1090;1217;1250;1321;1528;1878;1759;1507;1642;1605;2066;;;
Middle East & North Africa;MEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;470.5863719;520.4956325;527.9305541;530.6577969;553.1409451;563.4537657;590.0257689;625.1871265;638.032726;766.0366204;756.9722282;778.6393149;801.1663655;845.8660375;908.7630041;923.360085;1032.751207;1052.19444;1019.552475;986.6631695;1033.261793;1065.948487;;;
Mexico;MEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;498.5593906;541.6775647;571.7050111;672.2789443;723.8273882;742.6580576;786.075917;831.0453727;859.314794;903.0975094;887.2999095;924.0658946;985.0706301;1022.512166;1016.271528;1062.245387;1089.152548;1093.286758;1100.859132;1101.812047;1152.446534;1190.110028;;;
Marshall Islands;MHL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349.0933005;320.3478937;292.8695211;291.9847;367.2977431;502.6732522;521.7057885;442.0479083;396.8980847;393.9474571;407.9192291;392.3500165;396.5501293;439.5124024;441.8663155;537.9027861;576.2059273;569.420306;654.910363;711.1233297;619.5094565;676.9144873;;;
Middle income;MIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.6817648;191.7016234;200.4905913;215.8636179;231.5782205;250.76987;271.7376842;293.7567511;315.9839422;348.9668898;361.2122458;385.9907572;413.5793858;442.9402539;461.558942;481.6041896;497.1426586;513.5516248;541.2841672;574.3427372;604.2550542;657.4011031;;;
North Macedonia;MKD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543;503;562;581;594;591;629;603;677;705;749;748;774;840;830;865;948;993;1065;1250;1315;1535;;;
Mali;MLI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.33408538;57.09935912;64.07700329;69.78037778;72.7625893;77.01507726;84.42547524;83.5933328;82.94003397;87.7507545;81.04037119;70.93588819;64.03735787;69.58530815;82.81801756;80.4613107;79.36293281;79.13635711;83.5255154;88.56343414;78.54440192;106.9683494;;;
Malta;MLT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1211;1301;1516;1658;1740;1938;2056;2053;2094;2120;2287;2455;2549;2767;3157;3373;3599;3861;3976;4599;4835;5317;;;
Myanmar;MMR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;24;32;34;38;44;50;51;58;62;60;63;89;125;180;230;211;219;229;237;246;254;;;
Middle East & North Africa (excluding high income);MNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327.7486745;365.5754782;375.0766853;383.0342386;407.0460265;419.8547078;439.3132188;471.0056627;496.794908;580.094365;593.3906635;600.5073324;597.9575132;602.9725456;630.0175679;643.0380303;728.9172974;740.7201729;727.6386384;669.8356155;634.8562363;690.3479397;;;
Montenegro;MNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1132;1127;1234;1206;1446;1544;1546;1769;1956;2314;2439;;;
Mongolia;MNG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207.5175594;192.1750156;207.9831898;177.8696943;203.0258409;201.1788967;222.883931;271.7052332;333.592378;320.4131507;285.3634025;322.7038662;399.1493463;436.9730748;471.4379263;455.7059714;496.1370646;496.0749216;559.5665905;583.6192737;574.2154205;885.9516109;;;
Northern Mariana Islands;MNP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.41866938;15.3242513;18.87175321;20.7621899;24.24241847;30.95741999;31.88483433;33.04619876;37.81388433;48.56373991;53.1966741;52.10515916;55.15977244;67.27796519;72.81623114;87.37196309;99.77228309;100.8887194;107.0805;106.5208632;99.34177186;121.9980197;;;
